name,review,rating
"Evenflo Portable BabySuite 300, Marianna",My Mother in law purchased this for our daughter when we came to visit so we didn't have to tote one along with us. We have only had it about 4 months and it is falling apart. The bottom separated from its metal support poles and is not safe for my daughter to use anymore :( We only used it once to twice a month maybe. It was always properly stored. The product seems to be designed very cheaply when compared to or Graco pack and play. We are currently awaiting a refund or exchange for a different play yard from Evenflo.,2
"Naturepedic Waterproof Flat Portacrib Pad, 24x38","I originally bought 3 Naturepedic waterproof portacrib pads to use in play yards & their bassinets, and as my children grew, have added crib & twin sized pads, and discovered that 3 portacrib pads, slightly overlapping, will perfectly cover a twin sized bed. On a twin bed, usually only 1 of the 3 pads will get wet at a time, but even on the rare occassion that all 3 get soaked, 3 small pads seem to fit in the washer easier than one big twin-sized pad.  My original 3 pads are still in great shape after several years of use with multiple refluxers & diaper soak-thrus, and machine wash & dry.  With a growing family, I ordered an additional set of portacrib pads which are thinner, softer, and more flexible than the originals, but seem to hold up to overnight soakings just fine.",5
"Disney 4 Piece Toddler Bedding Set, Taking The Race",Just what was needed to bring my grandson into his &#34;big boy bed&#34; from a crib/day bed.Very colorful and cheerful.,5
Fisher-Price Rainforest Melodies and Lights Deluxe Gym,"My daughter absolutely adores her play mat. She likes the hanging toys and the music. I like the baby initiated music feature. She kicks the bar or pulls a toy and the music starts again, keeping her interested. There are plenty of attachments, so we have attached our own toys as well, and there is plenty of options for play time. The mat also has little tabs and a crinkle leaf to make tummy time more interesting. The only complaint I have is the mirror toy, which as another reviewer mentioned hangs in such a manner that baby can't really see herself in the mirror. Overall I am very happy with the toy, and it is definitely my daughter's favorite.",5
"Tiny Love Take-Along Arch, Sunny Stroll",Love how it's so easy to attach to almost any infant seat and they love the sounds colors and movement.,5
Skip Hop Treetop Friends Activity Gym,"I purchased this gym for our first son. He loves it!  When doing research this gym had the best dangling toys and many extra hooks for adding our own toys. The dangling toys are interesting (see through rattles, bells, mirror, squeaks, etc) and high quality.  The toys also have size appropriate features to help their fine motor skills, wooden rings to grab, small orange feet to pinch.Also the base mat is interesting with a built in mirror. This made tummy time more fun which helped him stay on tummy longer. When we just put him on a blanket he cried sooner therefore shortening overall time. He was rolling front to back at 3 months repeatedly and I credit this gym a lot. (When you put him on belly, put the toys up over the support so they don't hit his head)Only thing I'd add is more interactive play on the mat. It does have a squeaker, some crinkly leaves but I would love something that would make music or noise when he kicks.We started using this at about 2-weeks old and still use it extensively at 4-month!",4
The First Years All Purpose Steam Sterilizer,"I use the Playtex Drop-Ins bottle system to feed my baby, so I needed a better and safer alternative than boiling to sterilize the nipples and such.I chose this particular steam sterilizer, since it seemed to be the easiest to use, it got good reviews and would work for what I needed it for.I like this a lot, it saves time and sterilizes like it's supposed to.The things that I don't like is that it's not large enough to fit the bottles (I thought it was a lot larger and was kind of disappointed at how small it was when it arrived), only the caps, nipples, closing rings, pacifiers and other small items. It doesn't have a drying feature, so like with boiling, I have to wait till everything cools down and air drys before I can use anything.",4
Lamaze Play &amp; Grow Jacques the Peacock Take Along Toy,I highly recommend this baby toy to every parent. Both of my children have loved Jacques the Peacock and I always buy this toy for expectant parents/baby shower gift. There are so many cool & stimulating features of this toy including the mirror and the bright colors. Enjoy!,5
"Stork Craft Bradford 4 in 1 Fixed Side Convertible Crib Changer, Espresso","really like the look and quality of this crib/changer. we got the white one - its all solid wood and feels really sturdy and high quality, which feels like a score for the price.  when i first looked at the assembly directions i panicked, but i was determined to do it (at 35 weeks pregnant!) and it wasn't so bad. it took me about 4 hours by myself. helps to have an electric drill. the only think i will say is that the box looked like it fell of the back of a truck when it arrived. it was all torn up and the styrofoam inside was all broken and shredded. miraculously all the parts were fine though.  the drawers and back shelves offer really nice extra storage options.",5
Safety 1st 36 Pack Secure Press Plug Protectors,"My 2 year old twins can pull these out very easily. I caught them pulling them out and trying to plug in an electrical cord. They are looser in the plug than most brands, and the little 'button' you push to make it easy to be removed by adults can be pushed by a child. I am replacing ours.... these should be recalled.",1
"Boon Water Bugs Floating Bath Toys with Net,Orange",I bought this for my one year old and he loves it.  Great for the pool or bath.  I would recommend this toy.,4
"Miracle Blanket Baby Swaddle Blanket, Pink","I bought this blanket for a friend who is having a little girl.  This is now my ""go to"" shower gift!  I bought one for my 5 week old son who was only sleeping 2 hours at a time.  As soon as I started swaddling him in the miracle blanket, his sleep increased to 4-5 hours at a time!  He's 4 months old now & we're still using the blanket.  In fact, when he sees it, he starts smiling!  He loves getting wrapped up at night.  Once I wrap him, he falls asleep in 5-10 minutes.  This is a must have for babies that have difficulity sleeping.",5
"North States Supergate Easy Close Metal Gate, White","I have 3-4 different ones around the house and this is my favorite so far. Like the locking mechanism, just a good product.",5
"Inglesina 2013 Fast Table Chair, Liquirizia",We love this chair! It is super easy to put on and take off but is also very secure. Our little guy is still a little small for it (but desperately wants to be part of the action) so we just stuff a blanket around him. It folds up so it is fairly easy to travel with. The fabric is a sturdy material. I haven't had to clean it yet.,5
"Delta 30 Count Set of Kids Velvet Hanger, Pink","I ordered these hangers to go in addition with the delta nursey organizer.  They are the perfect size for my toddlers clothes and I love the velvet material.  They help avoid from the clothes slipping off easily.The hanges themselves are great, but receiving them was a hassle.  There is apparently some confusion on Amazon's (Packaging) end as I only received 1 pack of 10 hangers when ordered them.  I had to order them 3 times and request a refund/credit for the two additional orders just to get the advertised 30 hangers.  (I confirmed on other retailers website that this indeed IS suppose to be a 30 pack and Amazon confirmed thats what their records indicate).",4
"Stork Craft Metal Glider and Ottoman, Black/Beige","I owned this chair well over a 1.5 years. We actually just replaced it, and yes we replaced it with a differnet glider.There were some major pluses, but there were also some draw backs.Pluses:I loved the pockets on the sides.The fabric was so easy to clean (just wipe it down).The recline was awesome, as was the swivle.It was so comfortable. The armrest were at the perfect height to help support my baby's weight.It was also very easy to rock.Minuses:I did not like how much space it took up (that base is huge).I hated the squeaking. It didn't matter how much WD-40 I put on it, it squeaked. I think (if I remember right) the squeaking started about 7/8 months after we got it.Then the kicker was when it broke. There is a post that concets the base to the chair. The post snaped, so for a few days we lived with a wobbly chair. When we moved it to replace it, it fell apart.For the amount I spent on it I expected it to last longer.",3
"Thermos Foogo Leak-Proof Stainless Steel 10-Ounce Food Jar, Pink",OK.,4
"Bright Starts Start Your Senses Safari Activity Gym, Spots and Stripes","Captivating. Very versitile play for baby. The little tiger comes off and can travel with you, which is nice. The music is catchy. Plus it has some nature sounds that are great for soothing. The lights arent overbearing and the attachable toys are quite cute. My son especially liked the chimes. The mirror has a bit of funhouse effect but he didnt mind, he could still see himself so he was happy. Overall, this is an awesome activity gym.",5
Beco Gemini Baby Carrier - Paige,"Layla is now 3 months, within 5 min of being in there she is zonked out!!! So far we love it!!",5
Reusable Decoration Wall Sticker Decal - Good Day,This product looks good on my wall.  Thinking about ordering a second light post for my living room. Like it.,4
"Frenchie Girls Fashion Jewelry Bib, Pink","Nice. Wide on the shoulders to keep messes down. Love the stitching and the waterproof middle.The only thing is that it wrinkles up in the wash, or rather in the dryer. It says you can use an iron but c'mon, I don't have time to iron baby bibs. I just stretch it out a little by hand. Not a big deal, but it is a little wrinkly now. Doesn't affect how it works, though! Still just as waterproof.",4
Metalica Pliko P3 MT Stroller,The under carriage storage compartmet is very uncomfortable. I have a HARD time trying to put my medium size baby bag in the basket every time; So I just don't use it. I have to either carry the bag or hang it on the strollers handle.,3
Evenflo Comfort Select Performance Dual Electric Breast Pump,"With my first child, I breastfed for 9 months and worked full time. This pump seemed to do the job quite effectively! I would not know if it is noisy or not considering I have never used another pump, but it is not bothersome. I gave it 4 stars because both side are quite heavy and for a multitasking mom it is impossible to use a pumping bra. Other than that, I would say this is a great buy!",4
"Gerber 4 Pack Prefold Birdseye Solid Diaper, Pink",I like to use these to add embellishments on for baby gifts. I like that they come in a variety of colors and wash well. They are also a nice size (so many burp cloths now are long but skinny). I will buy these again. The only reason I am giving four stars is because they are not super high quality...but it's fine for the price. :),4
"Summer Infant CushyStraps, Pink","We were going on a long car trip and I didn't want my daughter to have a neck cramp so we purchase this.  It didn't keep her head straight but I think it did give her a nice cushion to rest her head.  Also, it's super cute.",3
Carter's 2-Pack Swaddle - Navy Elephant- One Size,These swaddle blankets are so lovely and soft I cant wait to wrap my baby in them.They are a good size and washed well.,5
Bamboobies Boob-ease Therapy Pillows + Pair Bamboobies - 2 ct,"i never used them hot, but cold... it dosent keep the cool for too long. and the nipple area is way too big. thats where i was hurting so i had to place them differently to sooth that area.",3
"Jeep Cling Sunshade, 2 Pack",AT FIRST WHEN I SAW THE BOX I WAS LIKE OMG ANOTHER LIE BUT THEN I OPENED CAREFULLY TO SEE THIS AWESOME THING I AWAITED AND BAM AS MY FINGERS CONNECTED I KNEWWWW.YUP YUP YUP THIS IS IT....STILL SKEPTICAL I RAN TO MY KITCHEN TABLE AND TRIED STICKING IT ON THERE AND IT STUCK WELL AND PEELED OFF NICELY TOO. oF COURCE I WAS NOT DOING THE WHOLE THING....JUST A PEICE LOL. THERE'S NO TIME TO RUN OUTSIDE TO ACTUALLY STICK THIS ON BUT MY GLASS TABLE WAS THE QUICK SOLUTION..CAN'T WAIT TO PUT THESE UP WHEN I AM DRIVING LONG HOURS IN THESE CRAZY HOT PLACE...WHICH IS ALL YEAR AROUND!!!!!,5
Just Gingham Furniture/Drawer Knobs - Color: Petal Pink,"I received this item a few months ago, and just got around to opening up the package recently. I was dismayed that there was only one (1) knob in the package, and nothing else. This came with no hardware whatsoever, not even on the back of the knob itself. You should know that if you order this, you are only getting one of these.",3
"Green Sprouts Cornstarch Hand Teether PVC, BPA, and Petroleum Free!","This has been a favorite of both my babies!  The soft rubbery ""fingers"" are nice to chew on and the ring is easy for a baby's hand to grasp, even when they are small.  It makes a nice soft rattling sound and isn't too stimulating.  Perfect for a first rattle!",5
"Nuby 2 Count Super Straw Easy Gripper, 10 Ounce",Theses are great to transfer your child from a sippy cup to a straw cup.  The Nuby cup is non spill and easy for the child to hold.,5
"Dream On Me Zodiak Portable Playard, Navy","We have the Joovy Room and this. We bought this for our temporary housing when we were moving. We also purchased the mattress (Dream on Me - cheap one). It is lightweight, compacts to a small size, is comfy, and fits standard play sheets. The Joovy is under a bed somewhere and we use this all the time for sleepovers, playing, napping and general containment needs.",5
"Colgate Mattress 3 Sided Contour Changing Pad, Quilted White","I live right down the street from the Colgate factory so when it was time to buy a matrress and changing pad I immediately checked out Colgate's selections!  I bought an antique dresser as a changing table and the changing pad fits perfectly!  Also, the curves on edge of the pad are high enough to help ensure that the baby does not roll around too much!  Overall great purchase!",5
"OXO Tot Roll Up Bib, Aqua","So, I've been using this OXO bib for a few weeks now, and I'm actually surprised that it has held up as well as it has. Our daughter is ten months old, and every bib she has is pretty disgusting looking at this point. Not to mention that some are a pain to put on. OXO has a good chunk of benefits over the everyday cloth ones we used to use.1. The material: It is super easy to just wipe off most anything that falls on the bib, and the pouch is just everyday plastic that is also easy to clean. Just run the thing under some warm water and you are done most of the time.2. The pocket: Our other bibs are flat, and I'm not sure why we waited this long to get one with a pocket. The lower half of our child almost always ends up being covered in food paste, crumbs, or whatever is with in arms reach honestly. Our Australian shepherd used to sit by her high chair at dinner time so she could pick up the scraps. Unfortunately for her, there really are no scraps that miss the pocket for her to eat.3. The velcro: Velcro is so hit or miss with us since our daughter will just pull it apart if it isn't decently made, but we've had no problems with this bib.So, yeah, it's a bib, but it's a darn good bib. I would highly recommend it to parents who don't want to save on a bib load of laundry every week, and keep those pants clean a little longer.",5
"MAM Night Glow in the Dark Silicone Pacifier, Blue, 2-Count",Love these glow in the dark pacis!! They don't stay super bright all night but they are lit up just enough that you can find it in a pitch black room,5
Bright Starts Rattle and Shake Barbell Rattle,"It was helpful, doing with my fingers would have been a nightmare. However, sometimes I could not get the wax to let go and I ended up with glue on my fingers.Hoping I just need to get the hang of it and it will improve...",3
Boba Baby Carrier Teething Pad - Natural,I purchased these at the same time I purchased my Boba so I put them on before I tried the carrier out on my baby for the first time. The second I put him in the carrier he started chewing on these teething pads. If I hadn't put them on he would have been chewing directly on the carrier. The carrier instructions say not to put it directly in the washing machine so I feel much better knowing that he was chewing on the pads (which I washed first in baby detergent). Plus I bought a few extra sets so if he is in the carrier for a long period of time and gets the pads really wet I can easily change them out. I would say these are a must have for your baby carrier while your baby is teething or for babies who just like to chew.,5
"Trend Lab Fleece CribWrap Rail Covers for Crib Sides (Set of 2), Brown, Wide","Great quality. Our baby likes it, we like it. Does a perfect job keeping him from chewing on the crib rail.",5
The First Years Nature Sensations Lullaby Player,"This product was not was I expected. It didn't fit on the side of my crib, the sounds were not at all nice, and the voice activation required the baby to be almost screaming in order for it to turn on. So far this is the only thing I have had to return.",2
"Snoozy Organic Cotton Waterproof Crib Mattress Pad Featuring Safety Stay on Corners, 28&quot;x 52&quot;","I have 3 Pads for 3 Mattresses.  They wear well, even through harsh hand scrubbing - with hydrogen peroxide liquid, baking soda, and Ecos - and wash well on Hot Cycle too.  Fit my fat mattress, and skin y travel one too.  Nice creamy color too.",5
"Leachco Back 'N Belly Contoured Body Pillow, Ivory","This is a great alternative to having pillows all around me. It's fairly comfortable, however getting out of it once you're in is tricky. Also, with a queen sized bed it takes up more of my share. Good product though.",4
Hello Kitty diecut face shape Area Rug 30 X 25 inches,"I would hesitate to call this a rug because it is so thin and it had a petroleum odor.  I had bought it for my 5 year old granddaughter's room, but did not want to give it to her because of the odor.  I had nothing to lose, so I washed it in the washing machine.  This did help and it did not harm the felt-looking appliques.  She uses it by her bed and it looks cute; I feel better about it since I was able to wash it; however there were no tags on it to tell how to care for it, so I took a chance that it could have ruined it.",2
Fisher-Price Little Superstar Step N' Play Piano,Wonderful system and baby loves it. / / / / / / / / / / / / / /,5
"Gift Mark Honey Deacon Style Toy Box with Spindle Back and Casters, Honey",I bought this for my grandson. It was difficult to put together as holes were not drilled in spots where they should have been. The bottom of the box wasn't cut square so it doesn't touch on both sides. The cover rubs the left side when it shuts. I feel as if I paid alot of money for the finished product!,3
*SAFETY CLASP &amp; SAFETY KNOTTED* Bouncy Baby Boutique(TM) - Certified Authentic Baltic Amber Teething Necklace - N54 Multicolor,"My first one brought, but received a replacement right away. Great customer service!",5
"Woolzies 3 XL Wool Dryer Balls ,Natural Fabric Softener",They do a great job in drying my clothes faster.  I have bought 3 sets so far and have given them to family who also love them,5
Bummis Fabulous Wet Bags - Medium - Blue,"Bought two of these bags for my son to use for his wet bathing suit & towel for day camp. Wonderful product, does not leak and does not smell funny after use. Medium size is perfect for us, very roomy.",5
"Pearhead Signature Frame, White","I used two of these frames for a baby shower game in which I put pictures of a boy and a girl baby morphed from pictures of the mother and father to be in them. Instead of having shower guests sign their name to the matte, we had them write their baby name suggestions and then voted. It went great and the frames were nice and sturdy for writing. No pen in the box, but all the pens we used were fine as far as not bleeding, etc.",5
"Yellow &amp; Orange Sun, Blue &amp; White Clouds Wall Mural Stickers - Sticker Decals for Children's, Nursery &amp; Baby's Room Decor, Baby Walls, Girls Bedroom Decorations. Garden Cloud Suns Decal Child's Murals Birthday Party Baby Shower Decoration",From the images it was too hard to tell the quality of the product. They were hard and non-pliable and would have been ideal to stick to a whiteboard or posterboard but not a wall. They fell off within a day and are now in the garbage.,1
"C.R. Gibson Memory Book, Baby Bots","My wife and I bought this for our baby girl, and we absolutely love it. The design is great, and there is enough room to keep all the importante memories.",5
Tiny Love Tiny Princess Mobile,"I was hesitant to buy this at first, since it was brand new and there were no reviews out on it yet.  But, let me tell you - it was worth every penny!  This mobile is made by the same company as the popular 'symphony in motion' mobile, so the quality and durability is there.  For us, we loved the princess theme of the mobile and of course the cute pink colors.  Just like the symphony in motion mobile, the top part of the mobile can be detached from the music box base part.  There is a night lite option as well, and you can select either loud music or soft.  The classical songs that this mobile plays are perfect for soothing a tired baby or just as background music.  Another perk for us is the included remote control.  We hang it near our bed, so that we can operate it from across the room (baby's crib is in our bedroom).  If you are considering this mobile for your baby girl, we highly recommend it.",5
"BABYBJORN Baby Carrier Active, Black/Red","I have scoliosis and so I really needed to make sure I had a good baby carrier to make sure I don't do further damage to my back. I had previously read reviews about the lumbar support for this carrier so that's why I bought it. So far, it's been pretty good. I can carry my 16-lbs baby for 2 hours pretty comfortably (still a bit sore on the shoulders afterwards, but it's not bad). The only thing I worry about is that the materials is pretty thick and it can probably get pretty hot. My baby hasn't complained yet though. I might recommend that you look into the newer Baby Bjorn Synergy which is suppose to be lightweight AND provides back support. But, if you like the Active carrier, Amazon really has the BEST price for this item!",4
WubbaNub Infant Pacifier Alligator - Limited Edition,I bought this pacifier to replace the puppy one we had that was lost.  I was excited when I saw that there was an alligator to chose from I had to get it since my son's room theme was baby alligator's.  This product &#34;Wubanub&#34; is a great product.  It is very durable and you are able to wash it easily in the wash!!,5
Disney Princess Castle Dreams 2-Piece Sheet Set,"Showed up in decent time and fit perfectly! Great conditon, was in unopened package. My princess LOVED her princess sheets!",5
Rubies Costume White Santa Claus Wig &amp; Beard Accessory Set | 2479,"The set was pretty unrealistic and wasn't able to fit, but I guess that's what I paid for: cheapness.  It is also somewhat hard to breath in.",3
"BabyKicks Basic Cloth Diaper Snap Closure, Meadow","These fit WAY too snug. The video says up to 40lbs and it is too tight on my 29 lb 2 year old. The video also states these are bamboo velour inside with microfleece under the velour (similar to the old style snugglebees). Which is what sold me to buy these. However these are a simple PUL outer layer with a white microfleece inner.The insert is the typical stick-to-your-finger microfiber on one side with the hemp on the other. However they stuck the tag on the hemp side of the insert, which according to the description you are supposed to be able to place facing your child. But in my house this wont work since my child has sensitive skin and ANY tag causes her to itch like crazy. It is also hard to stuff as the insert feels too large for the diaper and is bunchy. In fact even if you don't stuff it and just lay it on top it still sticks almost an inch out the back. So I had to cut off almost an inch from the back of the insert and sew it closed. This cut the tag off (solving that issue) and also made the insert fit better into the diaper.Also after just one day of use one of the leg snaps just pulled out as I tried to unsnap this diaper!  I am returning the other three I purchased and would not buy these again.** UPDATE **  I just was researching around and found out that the video on this diaper is for theBabykicks 3G Pocket Diaper, Meadow/White Snapswhich DOES have the bamboo velour inner, contoured insert and fleece gussets.  The video needs to be removed off this listing.",1
Sugar Booger &quot;Prehistoric Pals&quot; Feeding Collection Silverware Set,Cute utensils but totally useless. Fork is not pointy enough to really grab anything that one would need a fork for. Spoon is not deep enough for soup or anything liquid.,1
"Bumkins Waterproof Superbib, Blue Fizz",My daughter and my son both use these bibs.  They are big enough to catch all the mess.  They wash very easily under the kitchen faucet and dry fast for the next meal.  Great to have for the messy toddlers.,5
"My Brest Friend Deluxe Pillow, Lilac","I went for the deluxe and am glad that I did.  The fabric is a nice terry soft fabric, that is great for baby and for me.  Easy to use and throw around the house.  I do wish it could provide a higher angle, so that the baby could feed in a position more higher than horizontal, but overall I love the product.  Highly recommend!",5
Serta Nightstar Super Firm Crib Mattress,"It works well with the convertable bed for my grandson. For the money it was worth it, better than what you find in stores and it comes to the door. So you don't have the hassle of hauling it.",4
Petunia Pickle Bottom **NEW Spring 13** City Carryall-Breakfast in Berkshire,"For my first child (now 16 months) I was so into the &#34;non-diaper&#34; bag that I bought a beautiful Lacoste bag instead. Big mistake. It was trendy and cool, but the lack of pockets and organization that a real diaper bag has ensured that I NEVER carried it - instead just stuffed random things in my purse which would all jumble at the bottom.  Now that i'm 5 months pregnant again, I am returning to my diaper bag search. I was advised to look at Petunia before but originally stopped looking at them because they are too cutesy - not really a diaper bag in disguise. But then I saw a CAKE by Petunia on pinterest and decided to look at the whole Petunia line again.I ordered the City Carryall, and the CAKE Society and Hampton. Ultimately, I kept the Hampton Holdall, but if the City had come in CAKE, I might have kept both.Highs1. Really good &#34;day&#34; size. I just need to carry, a couple bottles, some crackers, some face wipes, a small toy, and maybe one diaper for each kid - along with mom's phone and wallet. Extra clothes, full meals, etc are not what I need to fit.2. LOVE the built in diaper pad feature. Just perfect for those months when your new baby is pooping often enough to need to change it in public instead of waiting until you are home.3. Overall good organization pocket configuration - I hate it when it all jumbles at the bottom.Cons1. Besides the way the diaper changer zipped side creates a pocket, there is really only one main compartment. This makes it tough to dig for mom's wallet underneath the bag of crackers and face wipes. I really wanted a bag with 3 main compartments which is the main reason I'm keeping the Hampton Holdall.2. I'm not into the cutesy patterns all that much. I wanted a more incognito bag. I liked the patterns and the fabric quality much better than it shows in the pictures, but its still more &#34;baby&#34; than I hoped. The CAKE line is also bold colors, but they are more luxury purse like than the standard Petunia look. If the City had come in the CAKE line, I probably would have kept it as a 2nd bag.Other bags I considered were the Charlie by SoYoung, the Cake Society Satchel, and the Cake Hampton Holdall. I'm keeping the Hampton.",4
"Bumkins Waterproof Superbib, Blue Fizz","These types of bibs are a must have for any parent. WE got this one for a gift, but our Bumpkin waterproof bid that we used worked so well it was the only bid we needed. It kept our son clean while he was eating and it is easy to wash off.",5
"Britax B-Ready Stroller, Black","I am generally happy with this stroller. I bought it for the following reasons:a. It's ability to add a second seat (I have one child now...but hope to have more in the future)b. The multiple positions and reclining options.c. Ability to manoeuvre easily on rough terrain (our roads aren't paved)d. It's good looks!!! Their ad got me!I got mine at Ideal Baby on sale with the chaperone car seat thrown in for free!!! Yeah!!! :) lol!However here are a list of my major concerns:1. This stroller is heavy (and I don't even have a second seat yet!) - We use this stroller at home for walks around the neighbourhood. This stroller is annoying to lug in and out of the trunk and difficult to fold up and unfold. We leave it opened out so it's easy on everyone in the house, baby-sitter and my mom included (cause they'll have zero help when they're ""on duty"" and we're not home). If we're going to the mall etc we use an UppaBaby stroller which is permanently in the trunk.2. The model we own was made in June 2011 and had a buckle that was really difficult to manoeuvre, it took ages for me to get my baby out of the stroller!!! Then one day I actually clipped my baby's skin in between the buckle! That was traumatic; it really hurt her (based on the way she screamed and cried almost unconsolably!). She's okay now of course, but still as the scar 5mths later. Anyways I called Britax to complain about the buckle and they sent me an entire new seat for free! So Customer Service is impressive. The buckle on the 2012 is waaay easier to operate.3. The arm bar has a foam covering over it for cushioning (I suppose). But as any other 8-12month old my baby nibbles at the foam!!! And x2 I saw black foam residue all over her mouth, the baby-sitter concurred with her determination to eat the arm bar so we decided to remove it totally. Which of course is removing a protective system. I am yet to contact Britax about this problem.4. It would be good if the seat can be turned rear or forward facing using a pivot rather than detaching the entire seat like the Orbit Baby (which is 3 times the cost of this stroller!). Because one moment we may be stroller with our backs to the sun and then the other moment we're facing the sun. And even though the canopy is large, it can only do so much. And you're not supposed to convert the seat while the baby is in it.Anyways so those are the major concerns with this stroller. But for the price (mid to high end) it has great features, solid safety ratings on their car seats and great customer service.  I think it's a great choice. Be sure to compare against the Baby Jogger City Select b4 you buy.",4
"Mary Meyer Print Pizzazz 12&quot; Plush Toy, Dots Giraffe","We now own two of these little guys.  You have to have a back up just in case one gets left on the top of the car, chewed up by the dog or dropped in the toilet (this last one actually happened).  Unfortunately, he can tell the difference between the two.It says spot clean but we've thrown ours in the wash machine and let it air dry on a rack.  My 2yr old is in love with this puppy - she comes everywhere with us.  She did get a little hole by the leg due to being pulled out of the crib between the slats too many times but sewed her up good as new.  There are some little balls/beans in her rear but I'm not worried about it.",5
Photography Prop Baby Costume Cute Crochet Knitted Cap,Just received mines and I love it. Just the right size.  Can't wait til my lil baby girl is born to take pictures in it.,5
BABYBJORN Smart Potty - Red,This seemed really small and uncomplicated when I opened it.  This is a good thing since it was purchased for my daughter/grandson who live in an apartment.  This should be good for each of them.,5
"The First Years Jet Stroller, Red/Black",MY GRANDDAUGHTER is above average height and weight for a two year old. So thisstroller was a life saver for on the gogrand parents. It is light and durable.,4
"DaVinci Classic Sleigh Glider and Ottoman, Beige/Espresso Legs",If you are looking for a solid glider this DaVinci Glider is what you should buy. We are very impressed by the quality of the glider. It shipped extremely fast and was very easy to put together. This glider is definitely worth the price.,5
NUK Mash &amp; Serve Bowl,"Great system for mashing up food for baby.  Baby food is expensive, so this is a great way to smash the food we eat into a form that my son can eat.",5
NTM-910YIC - Sony Baby Call Nursery Monitor,"I live in a big, old house (with 4 floors) and this monitor only worked between 1 floor.  Interestingly, the less expensive monitor I bought before this one worked from the basement to the 3rd floor whereas this Sony only worked between 1 floor.  And, it beeps all the time for no reason.  I had to return it because even when it was working (which was not all the time) the beeping drove me crazy.  Not a good product.  We had iPads people.  How hard is it to design a decent baby monitor?  When Apple gets into the baby monitor business I'll be their first customer.",1
Clevamama Clevabath Mat and Kneeler,"This mat was perfect for keeping kids from slipping in the tub. It is almost the entire length of the tub, soft for sitting on, suctions well to bottom of tub and has no unusual smell as other mat reviews noted. Kneeler is small and a bit squshy but works fine and was not the priority of this purchase.",5
Dwinguler Eco-friendly Kids Play Mat - Safari Tour (Large),"We purchased this (large) play mat 2 months ago when my baby was 4 month old. It was delivered fast. I like the product right after I opened the box---the color and graphics was beautiful, the foam was supportive and soft, and it didn't have any bad smell. My baby loved playing on it. I felt comfortable lying on it, too. At first I thought it was a bit expensive, but now I think it's totally worth it!",5
"BABYBJORN Baby Carrier Original - Green, Spirit","I received this carrier and I absolutely love the color, durability and feel. Thanks a million because my little one will get plenty of use from this carrier!!",5
KidCo SecureStick Appliance Lock,"A little bit of background here.  I've got three kids; a four year old, three, and 14 month old.  Baby proofing my house takes a little more effort because I try to get my older two to be more independent.  So baby proofing but accessible.  I've got this step-to-open garbage can that the older two need to get into but not the baby.  As soon as I stuck this on the garbage can the baby ripped it off.  I applied stronger adhesive backing and the baby broke it off! I give this three stars because I should have thought of that.  I believe that this product is good if you have one kid and one kid only or if your older kids need a certain level of security because you'll put it out of reach when on your refrigerator.",3
Squatty Potty 7&quot; Toilet Stool-Elimination Aid - Natural Bathroom Relief Through A Toilet Stool,"I bought this after hearing so many people talk about full evacuations. I bought two and gave one to my brother.  This did nothing for me or my brother.  I sat on my thrown and put my feel on this stand and nothing happened. With no slight to the seller because it shipped out fast and packaged great, but this is a waste of money",2
"Naturepedic Waterproof Fitted Crib Pad, 28x52",My 3 1/2 year old daughter sleeps in a queen sized bed. As we try to wean her from pull-ups there are always a few accidents and this cover has not let any moisture through to the mattress.  It was a great buy!,5
North States Industries Supergate Extra Wide Swing Gate,I purchased this to close a room off from our new labrador puppy. It was simple to install and is easy to install. It is not a super strong gate and could be broken in you push on it too hard but I am happy with the purchase.,4
Evenflo Bounce and Learn Bee Exersaucer,"My daughter is 3.5 months old and can hold her head up on her own.  She loves to be held in a standing position and ""walk"" around.  My husband and I wanted to find a toy that would hold her up, but we have read bad reviews about walkers.  This bouncer is just what we needed.  After quite a bit of research, we picked this one and I am so glad we did. The construction is sturdy and the toys are very engaging.My daughter absolutely LOVES it! Her little legs barely touch the base at the shortest setting, but she happily stands on tippy toes. She loves to bounce and is very interested in the toys.  The lights and sounds might get slightly annoying to some parents, but it entertains her for 30min+ at a time.  We have only had this for a few days, but I am already noticing an improvement in her motivation to grab for toys and she also needs less assistance while trying to sit.  Hopefully she will enjoy this for many more months to come!***Note: we did not buy this from Amazon, as we found the EXACT same thing at Costco for $89.99.  If you are a Costco member, I would see if your local branch carries this.",5
"Summer Infant ComfortMe Wearable Blanket, Little Cars, Small","We were looking for lightweight sleep sacks that had some fabric coverage for our twins' arms. This seems to be the only choice on the market right now, so we gave them a try. (We've been using Halo Sleepsacks.) These are a good lightweight option, but the materials used in these seem a bit cheaper in quality (the zipper, and the general construction) compared with the Halo Sleepsacks. It drives me crazy that the zipper is on the side of the blanket... it's much harder to get on a squirming infant than the center-zip sleep sacks. But it does cover their arms, so that makes me happy.",4
"The First Years 1 Pack Breastflow Bottle, 9 Ounce","it's the only bottle I was able to have my baby drink from...not that he loved it, but at least it's the only one that he actually ate something from...",4
